,Postion on chart,Titles,Artists,Weeks,lastPosition,chart_release_date
428,29,Redbone,Childish Gambino,24,36,5/29/17
429,30,Rolex,Ayo & Teo,14,30,5/29/17
430,31,T-Shirt,Migos,18,26,5/29/17
431,32,There's Nothing Holdin' Me Back,Shawn Mendes,4,40,5/29/17
432,33,Cold,Maroon 5 Featuring Future,14,34,5/29/17
433,34,Hurricane,Luke Combs,14,31,5/29/17
434,35,Swang,Rae Sremmurd,22,27,5/29/17
435,36,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,9,41,5/29/17
436,37,Goosebumps,Travis Scott,27,33,5/29/17
437,38,Now Or Never,Halsey,6,32,5/29/17
438,39,Castle On The Hill,Ed Sheeran,19,38,5/29/17
439,40,24K Magic,Bruno Mars,32,35,5/29/17
440,41,Scars To Your Beautiful,Alessia Cara,38,42,5/29/17
441,42,Paris,The Chainsmokers,18,37,5/29/17
442,43,Love On The Brain,Rihanna,31,39,5/29/17
443,44,Both,Gucci Mane Featuring Drake,22,43,5/29/17
444,45,Attention,Charlie Puth,4,53,5/29/17
445,46,I Feel It Coming,The Weeknd Featuring Daft Punk,26,44,5/29/17
446,47,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,7,50,5/29/17
447,48,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,23,46,5/29/17
448,49,Look At Me!,XXXTENTACION,15,54,5/29/17
449,50,Bounce Back,Big Sean,28,45,5/29/17
450,51,Love.,Kendrick Lamar Featuring Zacari,5,48,5/29/17
451,52,Slippery,Migos Featuring Gucci Mane,8,56,5/29/17
452,53,The Cure,Lady Gaga,5,49,5/29/17
453,54,Heavy,Linkin Park Featuring Kiiara,13,51,5/29/17
454,55,Magnolia,Playboi Carti,3,63,5/29/17
455,56,If I Told You,Darius Rucker,5,60,5/29/17
456,57,Black,Dierks Bentley,15,58,5/29/17
457,58,Portland,Drake Featuring Quavo & Travis Scott,9,55,5/29/17
458,59,Bon Appetit,Katy Perry Featuring Migos,2,0,5/29/17
459,60,Slow Hands,Niall Horan,3,52,5/29/17
460,61,The Fighter,Keith Urban Featuring Carrie Underwood,15,59,5/29/17
461,62,Rollin,Calvin Harris Featuring Future & Khalid,1,0,5/29/17
462,63,Everyday We Lit,YFN Lucci Featuring PnB Rock,6,69,5/29/17
463,64,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,3,47,5/29/17
464,65,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,8,65,5/29/17
465,66,Loyalty.,Kendrick Lamar Featuring Rihanna,5,57,5/29/17
466,67,First Day Out,Tee Grizzley,7,67,5/29/17
467,68,Losin Control,Russ,12,62,5/29/17
468,69,The Weekend,Brantley Gilbert,20,68,5/29/17
469,70,Element.,Kendrick Lamar,5,61,5/29/17
470,71,Craving You,Thomas Rhett Featuring Maren Morris,7,70,5/29/17
471,72,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,7,78,5/29/17
472,73,Privacy,Chris Brown,3,77,5/29/17
473,74,How Not To,Dan + Shay,7,75,5/29/17
474,75,Human,Rag'n'Bone Man,4,74,5/29/17
475,76,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,3,80,5/29/17
476,77,Scared To Be Lonely,Martin Garrix & Dua Lipa,11,76,5/29/17
477,78,Hometown Girl,Josh Turner,12,72,5/29/17
478,79,My Girl,Dylan Scott,4,83,5/29/17
479,80,Bad Liar,Selena Gomez,1,0,5/29/17
480,81,Every Time I Hear That Song,Blake Shelton,2,79,5/29/17
481,82,Prblms,6LACK,8,81,5/29/17
482,83,You Look Good,Lady Antebellum,6,90,5/29/17
483,84,Yeah Boy,Kelsea Ballerini,13,66,5/29/17
484,85,Drinkin' Problem,Midland,2,97,5/29/17
485,86,Flatliner,Cole Swindell,4,88,5/29/17
486,87,My Old Man,Zac Brown Band,2,0,5/29/17
487,88,Chained To The Rhythm,Katy Perry Featuring Skip Marley,14,87,5/29/17
488,89,Good Drank,2 Chainz x Gucci Mane x Quavo,10,86,5/29/17
489,90,Good Life,G-Eazy & Kehlani,5,73,5/29/17
490,91,Any Ol' Barstool,Jason Aldean,17,82,5/29/17
491,92,Whatever It Takes,Imagine Dragons,1,0,5/29/17
492,93,Felices Los 4,Maluma,1,0,5/29/17
493,94,Thunder,Imagine Dragons,3,92,5/29/17
494,95,No Promises,Cheat Codes Featuring Demi Lovato,1,0,5/29/17
495,96,Cake,Flo Rida & 99 Percent,6,84,5/29/17
496,97,El Amante,Nicky Jam,8,93,5/29/17
497,98,Ghost In This House,Lauren Duski,1,0,5/29/17
498,99,Do Re Mi,blackbear,4,96,5/29/17
499,100,Me Enamore,Shakira,1,0,5/29/17
500,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,19,1,6/5/17
501,2,That's What I Like,Bruno Mars,19,2,6/5/17
502,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",4,3,6/5/17
503,4,Humble.,Kendrick Lamar,8,5,6/5/17
504,5,Shape Of You,Ed Sheeran,20,4,6/5/17
505,6,Mask Off,Future,14,7,6/5/17
506,7,Stay,Zedd & Alessia Cara,13,9,6/5/17
507,8,Something Just Like This,The Chainsmokers & Coldplay,14,6,6/5/17
508,9,XO TOUR Llif3,Lil Uzi Vert,9,8,6/5/17
509,10,It Ain't Me,Kygo x Selena Gomez,15,12,6/5/17
510,11,Issues,Julia Michaels,18,14,6/5/17
511,12,Say You Won't Let Go,James Arthur,31,11,6/5/17
512,13,Congratulations,Post Malone Featuring Quavo,22,13,6/5/17
513,14,Body Like A Back Road,Sam Hunt,17,16,6/5/17
514,15,Believer,Imagine Dragons,16,20,6/5/17
515,16,iSpy,KYLE Featuring Lil Yachty,22,15,6/5/17
516,17,Sign Of The Times,Harry Styles,7,17,6/5/17
517,18,Malibu,Miley Cyrus,3,10,6/5/17
518,19,In Case You Didn't Know,Brett Young,16,23,6/5/17
519,20,DNA.,Kendrick Lamar,6,18,6/5/17
520,21,Location,Khalid,20,19,6/5/17
521,22,Redbone,Childish Gambino,25,29,6/5/17
522,23,Unforgettable,French Montana Featuring Swae Lee,7,24,6/5/17
523,24,Passionfruit,Drake,10,21,6/5/17
524,25,There's Nothing Holdin' Me Back,Shawn Mendes,5,32,6/5/17
525,26,Now Or Never,Halsey,7,38,6/5/17
526,27,Bad Liar,Selena Gomez,2,80,6/5/17
527,28,Bad And Boujee,Migos Featuring Lil Uzi Vert,28,22,6/5/17
528,29,Slide,Calvin Harris Featuring Frank Ocean & Migos,13,25,6/5/17
529,30,Castle On The Hill,Ed Sheeran,20,39,6/5/17
530,31,Rolex,Ayo & Teo,15,30,6/5/17
531,32,Closer,The Chainsmokers Featuring Halsey,43,27,6/5/17
532,33,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,10,36,6/5/17
533,34,Tunnel Vision,Kodak Black,14,26,6/5/17
534,35,Attention,Charlie Puth,5,45,6/5/17
535,36,Goosebumps,Travis Scott,28,37,6/5/17
536,37,T-Shirt,Migos,19,31,6/5/17
537,38,24K Magic,Bruno Mars,33,40,6/5/17
538,39,Swang,Rae Sremmurd,23,35,6/5/17
539,40,Hurricane,Luke Combs,15,34,6/5/17
540,41,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,25,28,6/5/17
541,42,Strip That Down,Liam Payne Featuring Quavo,1,0,6/5/17
542,43,Deja Vu,Lauren Duski,1,0,6/5/17
543,44,Cold,Maroon 5 Featuring Future,15,33,6/5/17
544,45,Scars To Your Beautiful,Alessia Cara,39,41,6/5/17
545,46,Swish Swish,Katy Perry Featuring Nicki Minaj,1,0,6/5/17
546,47,Crying In The Club,Camila Cabello,1,0,6/5/17
547,48,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,8,47,6/5/17
548,49,Look At Me!,XXXTENTACION,16,49,6/5/17
549,50,Heavy,Linkin Park Featuring Kiiara,14,54,6/5/17
550,51,Slippery,Migos Featuring Gucci Mane,9,52,6/5/17
551,52,Slow Hands,Niall Horan,4,60,6/5/17
552,53,Paris,The Chainsmokers,19,42,6/5/17
553,54,Love.,Kendrick Lamar Featuring Zacari,6,51,6/5/17
554,55,If I Told You,Darius Rucker,6,56,6/5/17
555,56,Black,Dierks Bentley,16,57,6/5/17
556,57,The Cure,Lady Gaga,6,53,6/5/17
557,58,Magnolia,Playboi Carti,4,55,6/5/17
558,59,Everyday We Lit,YFN Lucci Featuring PnB Rock,7,63,6/5/17
559,60,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,9,65,6/5/17
560,61,Portland,Drake Featuring Quavo & Travis Scott,10,58,6/5/17
561,62,The Fighter,Keith Urban Featuring Carrie Underwood,16,61,6/5/17
562,63,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,4,64,6/5/17
563,64,First Day Out,Tee Grizzley,8,67,6/5/17
564,65,Craving You,Thomas Rhett Featuring Maren Morris,8,71,6/5/17
565,66,Money On You,Chris Blue,1,0,6/5/17
566,67,Bon Appetit,Katy Perry Featuring Migos,3,59,6/5/17
567,68,How Not To,Dan + Shay,8,74,6/5/17
568,69,Losin Control,Russ,13,68,6/5/17
569,70,Loyalty.,Kendrick Lamar Featuring Rihanna,6,66,6/5/17
570,71,You Look Good,Lady Antebellum,7,83,6/5/17
571,72,Privacy,Chris Brown,4,73,6/5/17
572,73,My Girl,Dylan Scott,5,79,6/5/17
573,74,No Promises,Cheat Codes Featuring Demi Lovato,2,95,6/5/17
574,75,Every Time I Hear That Song,Blake Shelton,3,81,6/5/17
575,76,Yours If You Want It,Rascal Flatts,1,0,6/5/17
576,77,Most Girls,Hailee Steinfeld,1,0,6/5/17
577,78,Drinkin' Problem,Midland,3,85,6/5/17
578,79,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,4,76,6/5/17
579,80,Scared To Be Lonely,Martin Garrix & Dua Lipa,12,77,6/5/17
580,81,Flatliner,Cole Swindell,5,86,6/5/17
581,82,Thunder,Imagine Dragons,4,94,6/5/17
582,83,Element.,Kendrick Lamar,6,70,6/5/17
583,84,Gyalchester,Drake,8,0,6/5/17
584,85,Hometown Girl,Josh Turner,13,78,6/5/17
585,86,Chained To The Rhythm,Katy Perry Featuring Skip Marley,15,88,6/5/17
586,87,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,8,72,6/5/17
587,88,Good Drank,2 Chainz x Gucci Mane x Quavo,11,89,6/5/17
588,89,Human,Rag'n'Bone Man,5,75,6/5/17
589,90,Felices Los 4,Maluma,2,93,6/5/17
590,91,Rollin,Calvin Harris Featuring Future & Khalid,2,62,6/5/17
591,92,The Dance,Lauren Duski,1,0,6/5/17
592,93,Do Re Mi,blackbear,5,99,6/5/17
593,94,Boy,Lee Brice,1,0,6/5/17
594,95,El Amante,Nicky Jam,9,97,6/5/17
595,96,Weak,AJR,3,0,6/5/17
596,97,Either Way,Chris Stapleton,2,0,6/5/17
597,98,My Old Man,Zac Brown Band,3,87,6/5/17
598,99,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",3,0,6/5/17
599,100,Any Ol' Barstool,Jason Aldean,18,91,6/5/17
600,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,20,1,6/12/17
601,2,That's What I Like,Bruno Mars,20,2,6/12/17
602,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",5,3,6/12/17
603,4,Humble.,Kendrick Lamar,9,4,6/12/17
604,5,Shape Of You,Ed Sheeran,21,5,6/12/17
605,6,Mask Off,Future,15,6,6/12/17
606,7,Stay,Zedd & Alessia Cara,14,7,6/12/17
607,8,Something Just Like This,The Chainsmokers & Coldplay,15,8,6/12/17
608,9,XO TOUR Llif3,Lil Uzi Vert,10,9,6/12/17
609,10,Congratulations,Post Malone Featuring Quavo,23,13,6/12/17
610,11,Issues,Julia Michaels,19,11,6/12/17
611,12,Say You Won't Let Go,James Arthur,32,12,6/12/17
612,13,It Ain't Me,Kygo x Selena Gomez,16,10,6/12/17
613,14,Body Like A Back Road,Sam Hunt,18,14,6/12/17
614,15,Believer,Imagine Dragons,17,15,6/12/17
615,16,iSpy,KYLE Featuring Lil Yachty,23,16,6/12/17
616,17,Redbone,Childish Gambino,26,22,6/12/17
617,18,Unforgettable,French Montana Featuring Swae Lee,8,23,6/12/17
618,19,In Case You Didn't Know,Brett Young,17,19,6/12/17
619,20,Rolex,Ayo & Teo,16,31,6/12/17
620,21,Malibu,Miley Cyrus,4,18,6/12/17
621,22,There's Nothing Holdin' Me Back,Shawn Mendes,6,25,6/12/17
622,23,Location,Khalid,21,21,6/12/17
623,24,Sign Of The Times,Harry Styles,8,17,6/12/17
624,25,DNA.,Kendrick Lamar,7,20,6/12/17
625,26,Now Or Never,Halsey,8,26,6/12/17
626,27,Passionfruit,Drake,11,24,6/12/17
627,28,Castle On The Hill,Ed Sheeran,21,30,6/12/17
628,29,Bad And Boujee,Migos Featuring Lil Uzi Vert,29,28,6/12/17
629,30,Slide,Calvin Harris Featuring Frank Ocean & Migos,14,29,6/12/17
630,31,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,11,33,6/12/17
631,32,Closer,The Chainsmokers Featuring Halsey,44,32,6/12/17
632,33,Slow Hands,Niall Horan,5,52,6/12/17
633,34,Tunnel Vision,Kodak Black,15,34,6/12/17
634,35,Goosebumps,Travis Scott,29,36,6/12/17
635,36,T-Shirt,Migos,20,37,6/12/17
636,37,Attention,Charlie Puth,6,35,6/12/17
637,38,24K Magic,Bruno Mars,34,38,6/12/17
638,39,Hurricane,Luke Combs,16,40,6/12/17
639,40,Swang,Rae Sremmurd,24,39,6/12/17
640,41,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,9,48,6/12/17
641,42,Scars To Your Beautiful,Alessia Cara,40,45,6/12/17
642,43,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,26,41,6/12/17
643,44,Slippery,Migos Featuring Gucci Mane,10,51,6/12/17
644,45,Bad Liar,Selena Gomez,3,27,6/12/17
645,46,Paris,The Chainsmokers,20,53,6/12/17
646,47,Everyday We Lit,YFN Lucci Featuring PnB Rock,8,59,6/12/17
647,48,Cold,Maroon 5 Featuring Future,16,44,6/12/17
648,49,Magnolia,Playboi Carti,5,58,6/12/17
649,50,Look At Me!,XXXTENTACION,17,49,6/12/17
650,51,The Cure,Lady Gaga,7,57,6/12/17
651,52,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,10,60,6/12/17
652,53,If I Told You,Darius Rucker,7,55,6/12/17
653,54,Love.,Kendrick Lamar Featuring Zacari,7,54,6/12/17
654,55,The Fighter,Keith Urban Featuring Carrie Underwood,17,62,6/12/17
655,56,Black,Dierks Bentley,17,56,6/12/17
656,57,First Day Out,Tee Grizzley,9,64,6/12/17
657,58,Heavy,Linkin Park Featuring Kiiara,15,50,6/12/17
658,59,Craving You,Thomas Rhett Featuring Maren Morris,9,65,6/12/17
659,60,Portland,Drake Featuring Quavo & Travis Scott,11,61,6/12/17
660,61,Crying In The Club,Camila Cabello,2,47,6/12/17
661,62,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,5,63,6/12/17
662,63,How Not To,Dan + Shay,9,68,6/12/17
663,64,My Girl,Dylan Scott,6,73,6/12/17
664,65,Strip That Down,Liam Payne Featuring Quavo,2,42,6/12/17
665,66,Privacy,Chris Brown,5,72,6/12/17
666,67,Every Time I Hear That Song,Blake Shelton,4,75,6/12/17
667,68,You Look Good,Lady Antebellum,8,71,6/12/17
668,69,Losin Control,Russ,14,69,6/12/17
669,70,Felices Los 4,Maluma,3,90,6/12/17
670,71,Drinkin' Problem,Midland,4,78,6/12/17
671,72,Loyalty.,Kendrick Lamar Featuring Rihanna,7,70,6/12/17
672,73,Flatliner,Cole Swindell,6,81,6/12/17
673,74,Somethin Tells Me,Bryson Tiller,1,0,6/12/17
674,75,Most Girls,Hailee Steinfeld,2,77,6/12/17
675,76,Yours If You Want It,Rascal Flatts,2,76,6/12/17
676,77,No Promises,Cheat Codes Featuring Demi Lovato,3,74,6/12/17
677,78,Swish Swish,Katy Perry Featuring Nicki Minaj,2,46,6/12/17
678,79,Gyalchester,Drake,9,84,6/12/17
679,80,Peek A Boo,Lil Yachty Featuring Migos,3,0,6/12/17
680,81,Thunder,Imagine Dragons,5,82,6/12/17
681,82,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,5,79,6/12/17
682,83,Me Enamore,Shakira,2,0,6/12/17
683,84,Scared To Be Lonely,Martin Garrix & Dua Lipa,13,80,6/12/17
684,85,Self-Made,Bryson Tiller,1,0,6/12/17
685,86,Weak,AJR,4,96,6/12/17
686,87,Good Drank,2 Chainz x Gucci Mane x Quavo,12,88,6/12/17
687,88,Met Gala,Gucci Mane Featuring Offset,1,0,6/12/17
688,89,Don't Get Too High,Bryson Tiller,1,0,6/12/17
689,90,No Such Thing As A Broken Heart,Old Dominion,1,0,6/12/17
690,91,Run Me Dry,Bryson Tiller,1,0,6/12/17
691,92,Human,Rag'n'Bone Man,6,89,6/12/17
692,93,Hometown Girl,Josh Turner,14,85,6/12/17
693,94,There For You,Martin Garrix x Troye Sivan,1,0,6/12/17
694,95,Do Re Mi,blackbear,6,93,6/12/17
695,96,Bon Appetit,Katy Perry Featuring Migos,4,67,6/12/17
696,97,Element.,Kendrick Lamar,7,83,6/12/17
697,98,No Longer Friends,Bryson Tiller,1,0,6/12/17
698,99,Butterfly Effect,Travis Scott,1,0,6/12/17
699,100,Strangers,Halsey Featuring Lauren Jauregui,1,0,6/12/17
700,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,21,1,6/19/17
701,2,That's What I Like,Bruno Mars,21,2,6/19/17
702,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",6,3,6/19/17
703,4,Shape Of You,Ed Sheeran,22,5,6/19/17
704,5,Humble.,Kendrick Lamar,10,4,6/19/17
705,6,Mask Off,Future,16,6,6/19/17
706,7,XO TOUR Llif3,Lil Uzi Vert,11,9,6/19/17
707,8,Something Just Like This,The Chainsmokers & Coldplay,16,8,6/19/17
708,9,Stay,Zedd & Alessia Cara,15,7,6/19/17
709,10,Congratulations,Post Malone Featuring Quavo,24,10,6/19/17
710,11,Say You Won't Let Go,James Arthur,33,12,6/19/17
711,12,Issues,Julia Michaels,20,11,6/19/17
712,13,Believer,Imagine Dragons,18,15,6/19/17
713,14,Body Like A Back Road,Sam Hunt,19,14,6/19/17
714,15,It Ain't Me,Kygo x Selena Gomez,17,13,6/19/17
715,16,Redbone,Childish Gambino,27,17,6/19/17
716,17,Unforgettable,French Montana Featuring Swae Lee,9,18,6/19/17
717,18,There's Nothing Holdin' Me Back,Shawn Mendes,7,22,6/19/17
718,19,iSpy,KYLE Featuring Lil Yachty,24,16,6/19/17
719,20,In Case You Didn't Know,Brett Young,18,19,6/19/17
720,21,Now Or Never,Halsey,9,26,6/19/17
721,22,Location,Khalid,22,23,6/19/17
722,23,Castle On The Hill,Ed Sheeran,22,28,6/19/17
723,24,Rolex,Ayo & Teo,17,20,6/19/17
724,25,Sign Of The Times,Harry Styles,9,24,6/19/17
725,26,Malibu,Miley Cyrus,5,21,6/19/17
726,27,DNA.,Kendrick Lamar,8,25,6/19/17
727,28,Slow Hands,Niall Horan,6,33,6/19/17
728,29,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,12,31,6/19/17
729,30,Bad And Boujee,Migos Featuring Lil Uzi Vert,30,29,6/19/17
730,31,Attention,Charlie Puth,7,37,6/19/17
731,32,Closer,The Chainsmokers Featuring Halsey,45,32,6/19/17
732,33,Swang,Rae Sremmurd,25,40,6/19/17
733,34,Passionfruit,Drake,12,27,6/19/17
734,35,Slide,Calvin Harris Featuring Frank Ocean & Migos,15,30,6/19/17
735,36,Goosebumps,Travis Scott,30,35,6/19/17
736,37,Hurricane,Luke Combs,17,39,6/19/17
737,38,Tunnel Vision,Kodak Black,16,34,6/19/17
738,39,T-Shirt,Migos,21,36,6/19/17
739,40,Magnolia,Playboi Carti,6,49,6/19/17
740,41,24K Magic,Bruno Mars,35,38,6/19/17
741,42,Down,Fifth Harmony Featuring Gucci Mane,1,0,6/19/17
742,43,Slippery,Migos Featuring Gucci Mane,11,44,6/19/17
743,44,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,10,41,6/19/17
744,45,Bad Liar,Selena Gomez,4,45,6/19/17
745,46,The Cure,Lady Gaga,8,51,6/19/17
746,47,Scars To Your Beautiful,Alessia Cara,41,42,6/19/17
747,48,The Fighter,Keith Urban Featuring Carrie Underwood,18,55,6/19/17
748,49,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,27,43,6/19/17
749,50,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,11,52,6/19/17
750,51,Strip That Down,Liam Payne Featuring Quavo,3,65,6/19/17
751,52,Craving You,Thomas Rhett Featuring Maren Morris,10,59,6/19/17
752,53,To The Max,DJ Khaled Featuring Drake,1,0,6/19/17
753,54,If I Told You,Darius Rucker,8,53,6/19/17
754,55,Look At Me!,XXXTENTACION,18,50,6/19/17
755,56,Crying In The Club,Camila Cabello,3,61,6/19/17
756,57,Love.,Kendrick Lamar Featuring Zacari,8,54,6/19/17
757,58,Cold,Maroon 5 Featuring Future,17,48,6/19/17
758,59,First Day Out,Tee Grizzley,10,57,6/19/17
759,60,How Not To,Dan + Shay,10,63,6/19/17
760,61,My Girl,Dylan Scott,7,64,6/19/17
761,62,Everyday We Lit,YFN Lucci Featuring PnB Rock,9,47,6/19/17
762,63,Every Time I Hear That Song,Blake Shelton,5,67,6/19/17
763,64,Portland,Drake Featuring Quavo & Travis Scott,12,60,6/19/17
764,65,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,6,62,6/19/17
765,66,You Look Good,Lady Antebellum,9,68,6/19/17
766,67,Heavy,Linkin Park Featuring Kiiara,16,58,6/19/17
767,68,Privacy,Chris Brown,6,66,6/19/17
768,69,Drinkin' Problem,Midland,5,71,6/19/17
769,70,Felices Los 4,Maluma,4,70,6/19/17
770,71,Black,Dierks Bentley,18,56,6/19/17
771,72,Flatliner,Cole Swindell,7,73,6/19/17
772,73,4:00 AM,2 Chainz Featuring Travis Scott,1,0,6/19/17
773,74,Loyalty.,Kendrick Lamar Featuring Rihanna,8,72,6/19/17
774,75,Losin Control,Russ,15,69,6/19/17
775,76,Yours If You Want It,Rascal Flatts,3,76,6/19/17
776,77,No Promises,Cheat Codes Featuring Demi Lovato,4,77,6/19/17
777,78,No Such Thing As A Broken Heart,Old Dominion,2,90,6/19/17
778,79,Weak,AJR,5,86,6/19/17
779,80,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,6,82,6/19/17
780,81,Thunder,Imagine Dragons,6,81,6/19/17
781,82,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,1,0,6/19/17
782,83,Swish Swish,Katy Perry Featuring Nicki Minaj,3,78,6/19/17
783,84,Good Drank,2 Chainz x Gucci Mane x Quavo,13,87,6/19/17
784,85,Small Town Boy,Dustin Lynch,1,0,6/19/17
785,86,Most Girls,Hailee Steinfeld,3,75,6/19/17
786,87,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",1,0,6/19/17
787,88,Do Re Mi,blackbear,7,95,6/19/17
788,89,Peek A Boo,Lil Yachty Featuring Migos,4,80,6/19/17
789,90,Hometown Girl,Josh Turner,15,93,6/19/17
790,91,Gyalchester,Drake,10,79,6/19/17
791,92,Met Gala,Gucci Mane Featuring Offset,2,88,6/19/17
792,93,Butterfly Effect,Travis Scott,2,99,6/19/17
793,94,It's Everyday Bro,Jake Paul Featuring Team 10,1,0,6/19/17
794,95,Scared To Be Lonely,Martin Garrix & Dua Lipa,14,84,6/19/17
795,96,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",4,0,6/19/17
796,97,Somebody Else Will,Justin Moore,1,0,6/19/17
797,98,Bon Appetit,Katy Perry Featuring Migos,5,96,6/19/17
798,99,Nobody Else But You,Trey Songz,1,0,6/19/17
799,100,Human,Rag'n'Bone Man,7,92,6/19/17
800,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,22,1,6/26/17
801,2,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",7,3,6/26/17
802,3,That's What I Like,Bruno Mars,22,2,6/26/17
803,4,Shape Of You,Ed Sheeran,23,4,6/26/17
804,5,Humble.,Kendrick Lamar,11,5,6/26/17
805,6,Mask Off,Future,17,6,6/26/17
806,7,Something Just Like This,The Chainsmokers & Coldplay,17,8,6/26/17
807,8,Stay,Zedd & Alessia Cara,16,9,6/26/17
808,9,Congratulations,Post Malone Featuring Quavo,25,10,6/26/17
809,10,XO TOUR Llif3,Lil Uzi Vert,12,7,6/26/17
810,11,Body Like A Back Road,Sam Hunt,20,14,6/26/17
811,12,Say You Won't Let Go,James Arthur,34,11,6/26/17
812,13,Issues,Julia Michaels,21,12,6/26/17
813,14,Redbone,Childish Gambino,28,16,6/26/17
814,15,Believer,Imagine Dragons,19,13,6/26/17
815,16,2U,David Guetta Featuring Justin Bieber,1,0,6/26/17
816,17,It Ain't Me,Kygo x Selena Gomez,18,15,6/26/17
817,18,Unforgettable,French Montana Featuring Swae Lee,10,17,6/26/17
818,19,There's Nothing Holdin' Me Back,Shawn Mendes,8,18,6/26/17
819,20,Now Or Never,Halsey,10,21,6/26/17
820,21,Castle On The Hill,Ed Sheeran,23,23,6/26/17
821,22,iSpy,KYLE Featuring Lil Yachty,25,19,6/26/17
822,23,Bad Liar,Selena Gomez,5,45,6/26/17
823,24,Slow Hands,Niall Horan,7,28,6/26/17
824,25,Malibu,Miley Cyrus,6,26,6/26/17
825,26,Rolex,Ayo & Teo,18,24,6/26/17
826,27,Attention,Charlie Puth,8,31,6/26/17
827,28,Location,Khalid,23,22,6/26/17
828,29,Sign Of The Times,Harry Styles,10,25,6/26/17
829,30,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,13,29,6/26/17
830,31,In Case You Didn't Know,Brett Young,19,20,6/26/17
831,32,DNA.,Kendrick Lamar,9,27,6/26/17
832,33,Magnolia,Playboi Carti,7,40,6/26/17
833,34,Closer,The Chainsmokers Featuring Halsey,46,32,6/26/17
834,35,Bad And Boujee,Migos Featuring Lil Uzi Vert,31,30,6/26/17
835,36,Slippery,Migos Featuring Gucci Mane,12,43,6/26/17
836,37,Everyday We Lit,YFN Lucci Featuring PnB Rock,10,62,6/26/17
837,38,Goosebumps,Travis Scott,31,36,6/26/17
838,39,24K Magic,Bruno Mars,36,41,6/26/17
839,40,Tunnel Vision,Kodak Black,17,38,6/26/17
840,41,T-Shirt,Migos,22,39,6/26/17
841,42,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,11,44,6/26/17
842,43,Hurricane,Luke Combs,18,37,6/26/17
